Período,Região,Grupo Terapêutico,Encargos SNS (Ambulatório)
2017-01,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1047630.93
2017-01,Centro,Material de penso, hemostáticos locais, gases medicinais e outros produtos,0.0
2017-01,Centro,Medicação antialérgica,139461.52
2017-01,Algarve,Medicamentos antineoplásicos e imunomoduladores,33099.67
2017-01,Centro,Medicamentos antineoplásicos e imunomoduladores,167423.94
2017-01,Norte,Medicamentos antineoplásicos e imunomoduladores,270416.38
2017-01,Lisboa,Medicamentos usados em afecções oculares,943912.65
2017-01,Algarve,Medicamentos usados em afecções otorrinolaringológicas,7831.98
2017-01,Centro,Medicamentos usados no tratamento de intoxicações,18345.0
2017-01,Lisboa,Medicamentos usados no tratamento de intoxicações,24099.32
2017-01,Algarve,Sangue,336413.55
2017-01,Norte,Sangue,2591104.39
2017-01,Algarve,Sistema nervoso central,764305.86
2017-01,Centro,Sistema nervoso central,5280154.67
2017-01,Algarve,Vacinas e imunoglobulinas,4919.33
2017-02,Norte,Aparelho cardiovascular,5888805.14
2017-02,Algarve,Aparelho digestivo,96256.91
2017-02,Centro,Aparelho digestivo,668604.57
2017-02,Algarve,Correctivos da volémia e das alterações electrolíticas,83.11
2017-02,Centro,Correctivos da volémia e das alterações electrolíticas,2798.75
2017-02,Algarve,Medicamentos anti-infecciosos,151944.66
2017-02,Algarve,Medicamentos antineoplásicos e imunomoduladores,33231.45
2017-02,Algarve,Medicamentos usados em afecções cutâneas,33289.59
2017-02,Centro,Medicamentos usados em afecções oculares,593455.94
2017-02,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,8839.97
2017-02,Algarve,Nutrição e metabolismo,7997.72
2017-02,Centro,Nutrição e metabolismo,55525.28
2017-02,Alentejo,Vacinas e imunoglobulinas,2342.73
2017-02,Norte,Vacinas e imunoglobulinas,41068.45
2017-03,Centro,Aparelho cardiovascular,6184449.91
2017-03,Lisboa,Aparelho cardiovascular,7937691.78
2017-03,Norte,Aparelho cardiovascular,6891920.61
2017-03,Alentejo,Aparelho digestivo,149201.29
2017-03,Centro,Aparelho digestivo,774119.7
2017-03,Lisboa,Aparelho digestivo,1127557.26
2017-03,Algarve,Aparelho geniturinário,94707.12
2017-03,Centro,Aparelho geniturinário,665785.51
2017-03,Algarve,Aparelho locomotor,180436.16
2017-03,Algarve,Aparelho respiratório,251807.9
2017-03,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,970792.88
2017-03,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,8346904.24
2017-03,Lisboa,Medicamentos anti-infecciosos,1526550.32
2017-03,Centro,Medicamentos antineoplásicos e imunomoduladores,179185.33
2017-03,Lisboa,Medicamentos usados em afecções cutâneas,378890.85
2017-03,Alentejo,Medicamentos usados em afecções oculares,112791.66
2017-03,Centro,Medicamentos usados em afecções oculares,711669.74
2017-03,Centro,Medicamentos usados em afecções otorrinolaringológicas,49446.4
2017-03,Norte,Medicamentos usados em afecções otorrinolaringológicas,57661.4
2017-03,Alentejo,Medicamentos usados no tratamento de intoxicações,3462.13
2017-03,Norte,Medicamentos usados no tratamento de intoxicações,3359.34
2017-03,Lisboa,Nutrição e metabolismo,97836.0
2017-03,Algarve,Vacinas e imunoglobulinas,4183.12
2017-03,Centro,Vacinas e imunoglobulinas,23135.87
2017-03,Lisboa,Vacinas e imunoglobulinas,47668.71
2017-04,Alentejo,Aparelho cardiovascular,1047317.36
2017-04,Lisboa,Aparelho cardiovascular,6680099.02
2017-04,Norte,Aparelho cardiovascular,5794352.82
2017-04,Lisboa,Aparelho geniturinário,594342.65
2017-04,Alentejo,Aparelho respiratório,265647.95
2017-04,Algarve,Correctivos da volémia e das alterações electrolíticas,189.9
2017-04,Norte,Correctivos da volémia e das alterações electrolíticas,2031.48
2017-04,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,980020.32
2017-04,Algarve,Medicamentos antineoplásicos e imunomoduladores,32753.54
2017-04,Centro,Medicamentos antineoplásicos e imunomoduladores,158106.75
2017-04,Algarve,Medicamentos usados em afecções cutâneas,36080.27
2017-04,Algarve,Medicamentos usados em afecções oculares,76453.5
2017-04,Norte,Medicamentos usados em afecções oculares,624409.39
2017-04,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,8668.44
2017-04,Centro,Nutrição e metabolismo,56655.33
2017-04,Lisboa,Nutrição e metabolismo,80793.11
2017-04,Algarve,Sangue,339997.61
2017-04,Norte,Sangue,2534417.49
2017-04,Algarve,Sistema nervoso central,730299.54
2017-04,Lisboa,Vacinas e imunoglobulinas,28413.91
2017-05,Centro,Aparelho digestivo,735769.72
2017-05,Lisboa,Aparelho digestivo,1084212.99
2017-05,Alentejo,Aparelho geniturinário,104066.77
2017-05,Lisboa,Aparelho locomotor,1472839.6
2017-05,Lisboa,Correctivos da volémia e das alterações electrolíticas,2922.17
2017-05,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1113563.62
2017-05,Alentejo,Medicação antialérgica,29992.09
2017-05,Norte,Medicação antialérgica,158898.12
2017-05,Norte,Medicamentos anti-infecciosos,1233681.37
2017-05,Algarve,Medicamentos usados em afecções oculares,87496.25
2017-05,Lisboa,Medicamentos usados em afecções oculares,1033101.51
2017-05,Centro,Medicamentos usados em afecções otorrinolaringológicas,44245.76
2017-05,Norte,Medicamentos usados em afecções otorrinolaringológicas,50160.0
2017-05,Centro,Medicamentos usados no tratamento de intoxicações,12041.26
2017-05,Lisboa,Nutrição e metabolismo,82079.13
2017-05,Centro,Sangue,2936043.7
2017-05,Algarve,Sistema nervoso central,816338.88
2017-06,Norte,Aparelho cardiovascular,6058888.269999987
2017-06,Alentejo,Aparelho geniturinário,98368.28
2017-06,Centro,Aparelho respiratório,1616808.5799999991
2017-06,Alentejo,Correctivos da volémia e das alterações electrolíticas,771.44
2017-06,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,953592.3000000004
2017-06,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7927639.660000004
2017-06,Centro,Medicação antialérgica,107444.24000000003
2017-06,Lisboa,Medicamentos anti-infecciosos,1235441.9599999995
2017-06,Alentejo,Medicamentos antineoplásicos e imunomoduladores,32293.369999999995
2017-06,Centro,Medicamentos usados em afecções cutâneas,229158.5999999999
2017-06,Lisboa,Medicamentos usados em afecções cutâneas,351780.63999999996
2017-06,Norte,Medicamentos usados em afecções cutâneas,341343.4699999999
2017-06,Alentejo,Medicamentos usados em afecções oculares,104429.19
2017-06,Alentejo,Medicamentos usados no tratamento de intoxicações,3594.8500000000004
2017-06,Alentejo,Sangue,429262.3999999997
2017-06,Centro,Sangue,2961583.809999999
2017-06,Algarve,Vacinas e imunoglobulinas,1600.82
2017-07,Norte,Aparelho cardiovascular,6256568.9499999955
2017-07,Lisboa,Aparelho locomotor,1449244.019999999
2017-07,Lisboa,Aparelho respiratório,2459199.370000001
2017-07,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,8305768.520000002
2017-07,Lisboa,Medicação antialérgica,172561.51999999996
2017-07,Centro,Medicamentos antineoplásicos e imunomoduladores,208184.13999999998
2017-07,Centro,Medicamentos usados em afecções otorrinolaringológicas,32515.779999999995
2017-07,Centro,Medicamentos usados no tratamento de intoxicações,17176.130000000005
2017-07,Algarve,Nutrição e metabolismo,7598.63
2017-07,Centro,Sangue,3019359.96
2017-07,Centro,Sistema nervoso central,5321008.950000009
2017-07,Centro,Vacinas e imunoglobulinas,15487.570000000002
2017-07,Lisboa,Vacinas e imunoglobulinas,30602.660000000003
2017-08,Algarve,Aparelho cardiovascular,839991.5200000005
2017-08,Centro,Aparelho cardiovascular,5393929.570000007
2017-08,Lisboa,Aparelho digestivo,950605.2700000003
2017-08,Alentejo,Aparelho geniturinário,96316.62999999996
2017-08,Norte,Aparelho locomotor,1235599.2899999989
2017-08,Alentejo,Correctivos da volémia e das alterações electrolíticas,723.23
2017-08,Centro,Medicação antialérgica,90472.61999999998
2017-08,Alentejo,Medicamentos anti-infecciosos,138451.7
2017-08,Algarve,Medicamentos anti-infecciosos,192700.3099999999
2017-08,Alentejo,Medicamentos antineoplásicos e imunomoduladores,33574.95
2017-08,Algarve,Medicamentos antineoplásicos e imunomoduladores,46460.689999999995
2017-08,Algarve,Medicamentos usados em afecções cutâneas,38853.22
2017-08,Algarve,Medicamentos usados em afecções oculares,89928.96999999999
2017-08,Lisboa,Medicamentos usados em afecções oculares,882084.9100000001
2017-08,Norte,Medicamentos usados em afecções oculares,668788.9700000004
2017-08,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,59986.44
2017-08,Norte,Medicamentos usados em afecções otorrinolaringológicas,36012.329999999994
2017-08,Alentejo,Medicamentos usados no tratamento de intoxicações,4550.360000000001
2017-08,Centro,Sangue,2940131.1799999997
2017-08,Alentejo,Sistema nervoso central,1061812.4300000009
2017-08,Centro,Sistema nervoso central,5212428.170000003
2017-08,Algarve,Vacinas e imunoglobulinas,3083.43
2017-09,Centro,Aparelho cardiovascular,5365092.0299999975
2017-09,Algarve,Aparelho digestivo,104753.39999999998
2017-09,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,8167963.929999996
2017-09,Centro,Medicação antialérgica,95700.22999999997
2017-09,Norte,Medicação antialérgica,140871.07999999993
2017-09,Lisboa,Medicamentos anti-infecciosos,1198558.3699999999
2017-09,Algarve,Medicamentos antineoplásicos e imunomoduladores,46611.49
2017-09,Lisboa,Medicamentos usados em afecções cutâneas,320208.70999999985
2017-09,Lisboa,Medicamentos usados em afecções oculares,966742.4399999996
2017-09,Algarve,Medicamentos usados em afecções otorrinolaringológicas,5344.05
2017-09,Algarve,Nutrição e metabolismo,6016.39
2017-09,Lisboa,Nutrição e metabolismo,53522.06
2017-09,Algarve,Sangue,387171.53
2017-09,Alentejo,Sistema nervoso central,1064165.89
2017-09,Algarve,Sistema nervoso central,800336.3500000016
2017-10,Lisboa,Aparelho geniturinário,625167.8600000006
2017-10,Alentejo,Aparelho locomotor,162924.60000000003
2017-10,Norte,Aparelho locomotor,1226989.9399999992
2017-10,Algarve,Correctivos da volémia e das alterações electrolíticas,176.6
2017-10,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,8178517.849999992
2017-10,Algarve,Medicamentos usados em afecções cutâneas,38435.989999999976
2017-10,Algarve,Medicamentos usados em afecções oculares,84404.12000000002
2017-10,Lisboa,Medicamentos usados em afecções oculares,997157.6899999991
2017-10,Norte,Medicamentos usados em afecções oculares,715851.5199999993
2017-10,Norte,Medicamentos usados em afecções otorrinolaringológicas,56071.76000000001
2017-10,Algarve,Medicamentos usados no tratamento de intoxicações,8814.060000000001
2017-10,Centro,Nutrição e metabolismo,49897.52000000001
2017-10,Lisboa,Nutrição e metabolismo,65658.93999999999
2017-10,Algarve,Sangue,410248.02
2017-10,Alentejo,Sistema nervoso central,1082079.5099999988
2017-10,Lisboa,Sistema nervoso central,7528784.210000027
2017-10,Alentejo,Vacinas e imunoglobulinas,14950.93
2017-10,Lisboa,Vacinas e imunoglobulinas,237624.71999999997
2017-10,Norte,Vacinas e imunoglobulinas,228280.3999999999
2017-11,Centro,Aparelho cardiovascular,5581183.1200000085
2017-11,Lisboa,Aparelho cardiovascular,6914001.990000011
2017-11,Centro,Aparelho digestivo,753869.8799999986
2017-11,Lisboa,Aparelho digestivo,1074091.7299999997
2017-11,Norte,Aparelho digestivo,1109804.2199999986
2017-11,Norte,Aparelho geniturinário,640912.04
2017-11,Lisboa,Aparelho locomotor,1283476.0700000012
2017-11,Alentejo,Medicação antialérgica,23122.390000000007
2017-11,Centro,Medicamentos anti-infecciosos,793307.8800000036
2017-11,Norte,Medicamentos anti-infecciosos,1192520.0600000022
2017-11,Lisboa,Medicamentos antineoplásicos e imunomoduladores,414425.4000000002
2017-11,Lisboa,Medicamentos usados em afecções cutâneas,348967.5300000001
2017-11,Norte,Medicamentos usados no tratamento de intoxicações,5494.86
2017-11,Centro,Sistema nervoso central,5361955.879999998
2017-11,Norte,Sistema nervoso central,6307827.789999967
2017-11,Algarve,Vacinas e imunoglobulinas,12550.95
2017-12,Algarve,Aparelho digestivo,99690.71000000005
2017-12,Norte,Aparelho digestivo,1051645.049999999
2017-12,Algarve,Aparelho geniturinário,80224.18999999999
2017-12,Centro,Aparelho geniturinário,574884.4500000001
2017-12,Lisboa,Aparelho locomotor,1176636.400000002
2017-12,Alentejo,Aparelho respiratório,277847.7600000002
2017-12,Algarve,Correctivos da volémia e das alterações electrolíticas,150.3
2017-12,Lisboa,Correctivos da volémia e das alterações electrolíticas,3172.4199999999996
2017-12,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7989697.779999998
2017-12,Lisboa,Material de penso, hemostáticos locais, gases medicinais e outros produtos,0.0
2017-12,Algarve,Medicação antialérgica,20170.709999999992
2017-12,Alentejo,Medicamentos antineoplásicos e imunomoduladores,34334.240000000005
2017-12,Algarve,Medicamentos antineoplásicos e imunomoduladores,43944.32
2017-12,Lisboa,Medicamentos antineoplásicos e imunomoduladores,390862.67000000016
2017-12,Norte,Medicamentos antineoplásicos e imunomoduladores,298017.0499999999
2017-12,Alentejo,Medicamentos usados em afecções cutâneas,23053.920000000013
2017-12,Centro,Medicamentos usados em afecções cutâneas,192129.98000000007
2017-12,Norte,Medicamentos usados em afecções cutâneas,290003.7100000003
2017-12,Lisboa,Medicamentos usados em afecções oculares,938042.2000000004
2017-12,Algarve,Medicamentos usados no tratamento de intoxicações,4060.2400000000002
2017-12,Centro,Vacinas e imunoglobulinas,59124.87
2017-12,Norte,Vacinas e imunoglobulinas,98254.81000000001
2018-01,Algarve,Aparelho cardiovascular,809755.9400000005
2018-01,Centro,Aparelho digestivo,763990.34
2018-01,Norte,Aparelho digestivo,1124678.8800000004
2018-01,Lisboa,Aparelho geniturinário,646619.8200000003
2018-01,Centro,Aparelho locomotor,951550.8200000017
2018-01,Algarve,Aparelho respiratório,260530.31
2018-01,Norte,Aparelho respiratório,2940902.709999996
2018-01,Algarve,Correctivos da volémia e das alterações electrolíticas,162.52
2018-01,Lisboa,Correctivos da volémia e das alterações electrolíticas,2718.7200000000003
2018-01,Centro,Medicação antialérgica,146021.54000000004
2018-01,Alentejo,Medicamentos anti-infecciosos,183737.06999999957
2018-01,Lisboa,Medicamentos anti-infecciosos,1673868.100000002
2018-01,Alentejo,Medicamentos antineoplásicos e imunomoduladores,37179.85999999998
2018-01,Alentejo,Medicamentos usados em afecções cutâneas,26896.180000000008
2018-01,Centro,Medicamentos usados em afecções cutâneas,224181.55999999982
2018-01,Alentejo,Medicamentos usados em afecções oculares,108100.88
2018-01,Algarve,Medicamentos usados em afecções oculares,86221.36
2018-01,Norte,Medicamentos usados em afecções oculares,736851.76
2018-01,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,221564.51999999996
2018-01,Centro,Medicamentos usados no tratamento de intoxicações,16319.189999999997
2018-01,Norte,Medicamentos usados no tratamento de intoxicações,10216.11
2018-01,Centro,Nutrição e metabolismo,52604.41
2018-01,Algarve,Sistema nervoso central,813140.1399999994
2018-01,Lisboa,Vacinas e imunoglobulinas,87257.65000000001
2018-02,Alentejo,Aparelho cardiovascular,1147978.22
2018-02,Algarve,Aparelho cardiovascular,727197.55
2018-02,Centro,Aparelho cardiovascular,3797696.77
2018-02,Lisboa,Aparelho cardiovascular,6272234.78
2018-02,Norte,Aparelho digestivo,1116590.14
2018-02,Alentejo,Aparelho geniturinário,100316.38
2018-02,Algarve,Aparelho geniturinário,77078.89
2018-02,Algarve,Aparelho locomotor,147729.74
2018-02,Alentejo,Aparelho respiratório,322015.33
2018-02,Algarve,Aparelho respiratório,223197.67
2018-02,Centro,Aparelho respiratório,1343510.46
2018-02,Lisboa,Aparelho respiratório,2629758.49
2018-02,Centro,Correctivos da volémia e das alterações electrolíticas,1749.54
2018-02,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,4506466.26
2018-02,Centro,Medicamentos antineoplásicos e imunomoduladores,97225.48
2018-02,Alentejo,Medicamentos usados em afecções oculares,108026.35
2018-02,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,16780.3
2018-02,Algarve,Sangue,392281.52
2018-02,Centro,Sangue,2360498.02
2018-02,Centro,Sistema nervoso central,3763877.9
2018-02,Algarve,Vacinas e imunoglobulinas,3862.0
2018-02,Algarve,Vacinas e imunoglobulinas,5491.08
2018-02,Lisboa,Vacinas e imunoglobulinas,28663.44
2018-03,Algarve,Aparelho cardiovascular,816380.5700000009
2018-03,Lisboa,Aparelho digestivo,1081055.8599999999
2018-03,Centro,Aparelho locomotor,1005787.4199999997
2018-03,Algarve,Aparelho respiratório,229609.93999999997
2018-03,Alentejo,Correctivos da volémia e das alterações electrolíticas,615.6899999999999
2018-03,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,8861073.420000002
2018-03,Alentejo,Medicamentos anti-infecciosos,158449.00999999972
2018-03,Centro,Medicamentos anti-infecciosos,878517.0100000008
2018-03,Lisboa,Medicamentos antineoplásicos e imunomoduladores,243282.9
2018-03,Alentejo,Medicamentos usados em afecções oculares,104122.92999999998
2018-03,Lisboa,Medicamentos usados em afecções oculares,1022825.8600000003
